-0.01098808,0.01143048,-0.01793605
-0.02092576,0.00102137,-0.005673587
0.0038669,0.009973114,0.03890094
0.01974474,0.01008204,0.00293596
-0.02227735,-0.05714242,0.01702951
-0.01479674,-0.03021501,-0.08308328
-0.09014593,0.0536073,0.01192978
0.04397087,0.03646585,-0.0168998
-0.04081377,-0.08708077,0.04025188
-0.04898582,-0.07576478,0.02620486
-0.08004325,0.03458954,0.01482908
0.01214007,0.01371181,-0.007564074
-0.009196171,-0.03565085,-0.1042448
-0.01030662,-0.03014154,-0.08176114
0.01049673,-0.002041013,-0.001206838
-0.001689927,0.01285428,0.01265301
0.04454531,0.001580221,-0.002499304
0.03463391,0.008843013,0.02636195
0.005455105,0.004359364,0.007445449
-0.08296224,0.0575896,0.007660629
0.01178768,-0.009713908,0.02788413
0.01011521,0.003295204,0.003497255
0.02868564,0.02024482,-0.01612107
-0.03889609,-0.06802433,0.03760842
-0.03164939,-0.05430356,0.05047883
0.02049555,0.0162676,-0.002313477
-0.02328227,-0.02379941,-0.08114512
-0.02984262,-0.08863776,0.04967299
0.02225683,-0.006313817,0.03905539
-0.04696537,-0.06474888,0.04584299
3.183879e-05,-0.01243106,0.03081114
0.0147668,-0.008848334,-0.003577883
0.03798886,0.02886653,-0.001999033
0.02820982,-0.0003592794,0.05399795
-0.005213332,-0.04872265,-0.0757876
-0.009898129,-0.04806651,-0.1025717
-0.07464461,0.06694987,-0.001654128
-0.01332124,-0.05042454,-0.09222429
-0.01545228,0.001131053,0.00572423
0.01279969,0.01993103,-0.005244594
-0.0005586743,0.0191604,-0.002625291
0.02132534,0.0116032,0.02117415
0.01034773,-0.05292853,-0.07833968
-0.005130371,0.007350265,0.0178404
0.007577261,-0.01347049,0.03150028
0.00952337,-0.02285827,0.009210433
-0.01093152,0.006312153,0.004126899
-0.0422223,-0.07017945,0.04909452
0.00484457,0.0197151,0.001397752
0.005972187,0.008843342,0.00914033
-0.001983329,-0.02423313,-0.05398678
-0.03407572,-0.05874795,0.03918537
-0.0300917,-0.05905193,0.04194665
-0.08736228,0.05528597,0.02236686
-0.009584155,0.01086323,0.01178292
0.01641219,-0.0008299458,0.01192484
-0.032688,-0.07841346,0.03386796
0.007939213,-0.0008080891,0.008597136
0.0328772,0.0345678,-0.005990167
0.0003915184,-0.005675088,0.008027329
0.009426931,0.0004719278,-0.00673729
-0.003315629,-0.03433662,-0.06603639
-0.02216695,-0.08730307,0.0538352
-0.002675495,0.01233027,8.274783e-05
-0.02699242,-0.07660211,0.03193701
-0.01966685,-0.06127321,0.0377663
0.01714348,-0.005933923,-0.01280854
0.03110912,0.01429915,-0.01408623
0.01985685,0.0359843,-0.01994197
0.02606829,0.01303429,-0.003581285
-0.04182264,-0.0566072,0.04875803
-0.07348648,0.03454956,0.02587537
0.01673998,-0.01198864,-0.003950172
-0.08207834,0.04499828,0.001015968
-0.002207706,0.01131637,-0.003146564
0.009427582,0.0006834442,-0.002215625
0.03797814,0.006751181,-0.008301013
0.0199411,-0.01223155,-0.007825921
-0.01796431,-0.03433886,-0.09673138
0.01222142,-0.006863179,-0.01828625
0.02840955,0.0009907502,0.04941201
-0.06265674,0.03962719,-0.001561008
0.05040758,0.03171422,-0.00987662
-0.008904254,-0.06823313,0.0593967
0.00650864,-0.03233101,0.0197376
-0.08185789,0.05130627,0.01351136
0.01029867,-0.009308914,0.0168337
0.03450213,0.01164569,-0.02188861
0.003340275,0.01120181,0.02996606
-0.06851585,0.02871257,-0.004521211
0.003666943,0.01317854,0.001979224
0.0352732,0.02551849,0.005578058
-0.02341155,-0.07507133,0.05208248
0.03772611,0.003791443,-0.007965265
-0.07953684,0.06137918,0.005416514
0.04327947,0.02709222,-0.02758403
-0.03014799,-0.06324027,0.04853486
0.00993795,-0.009482161,0.02081901
0.01621534,-0.008333206,-0.01826487
0.02269991,0.01812924,0.001602428
0.04902194,0.03465507,0.002710821
-0.03811249,-0.07013468,0.03506708
0.02120877,0.01581478,-0.006688926
-0.0788867,0.06679578,0.01876993
0.04996421,0.02276076,0.0249777
-0.0137148,-0.002845758,-0.0005267734
0.02701695,0.02807123,0.01405657
0.03912111,-0.002906662,-0.01635637
-0.07635012,0.02601649,-0.006269143
0.03579749,0.02387185,0.008020877
0.03945426,0.02418333,0.01981695
0.01513101,-0.009164266,0.03401691
0.02575472,-0.00808151,-0.01267159
-0.01500283,-0.03230034,-0.1132125
0.002773536,-0.003269332,-0.004791719
0.03587621,0.008038692,-0.001758816
0.01118166,0.001282319,0.02602556
0.04306003,0.01647888,-0.005633644
-0.008790364,0.01036905,-0.0001068346
0.01073793,0.004468535,0.01264737
0.009320181,0.001062416,0.02919563
-0.02308619,0.000387383,0.00965575
0.006212276,0.03063942,-0.0132242
0.04080406,0.02210917,-0.01246291
0.02446147,0.03086425,-0.03186536
-0.0747939,0.05239735,-0.002337092
0.03533113,-0.001577006,-0.01030134
